Initial Proficiency (%),Session Duration (minutes),Improvement Rate (%),Total Days Required,Minutes Per Day,Target Proficiency (%)
19.31,30.4,0.41,173,0.18,90
52.68,12.6,0.1,376,0.03,90
45.94,23.5,0.21,209,0.11,90
25.32,29.13,0.36,179,0.16,90
70.71,11.17,0.05,354,0.03,90
44.32,51.01,0.47,97,0.53,90
40.43,44.5,0.44,113,0.39,90
17.84,40.5,0.55,131,0.31,90
7.28,11.98,0.19,447,0.03,90
45.69,22.47,0.2,218,0.1,90
37.28,56,0.59,91,0.62,90
31.29,51.55,0.59,100,0.52,90
8.5,25.5,0.39,210,0.12,90
44.75,51.96,0.48,95,0.55,90
70.41,41.32,0.2,97,0.43,90
3.57,37.33,0.6,145,0.26,90
4.64,30.72,0.49,175,0.18,90
5.04,55.69,0.88,97,0.57,90
52.73,19.46,0.15,244,0.08,90
58.6,24.39,0.17,187,0.13,90
37.02,29.12,0.31,174,0.17,90
49.36,44.8,0.38,108,0.41,90
53.64,19.35,0.15,244,0.08,90
70.03,54.36,0.27,74,0.73,90
11.75,43.52,0.64,123,0.35,90
54.93,16.93,0.13,276,0.06,90
78.55,50.45,0.18,64,0.79,90
9.41,56.99,0.86,94,0.61,90
55.8,12.96,0.1,359,0.04,90
75.29,32.95,0.14,109,0.3,90
72.22,32.15,0.15,120,0.27,90
79.89,55.67,0.19,55,1.01,90
12.9,44.82,0.65,119,0.38,90
3.47,52.2,0.84,104,0.5,90
71.36,54.89,0.26,72,0.76,90
77.02,55.29,0.21,62,0.89,90
3.41,56.63,0.91,95,0.6,90
4.85,22.12,0.35,243,0.09,90
70.96,20.81,0.1,190,0.11,90
41.49,26.42,0.26,189,0.14,90
43.67,54.76,0.51,91,0.6,90
55.66,49,0.36,95,0.52,90
76.34,53.26,0.21,66,0.81,90
41.78,52.97,0.51,94,0.56,90
37.17,23.65,0.25,214,0.11,90
13.02,22.01,0.32,242,0.09,90
65.45,28.82,0.17,148,0.19,90
29.55,22.13,0.26,233,0.09,90
61.29,45.28,0.29,99,0.46,90
29.82,21,0.25,245,0.09,90
46.64,53.12,0.47,92,0.58,90
77.82,58.65,0.22,57,1.03,90
18.07,41.38,0.57,128,0.32,90
21.05,22.09,0.29,238,0.09,90
18.62,33.57,0.46,157,0.21,90
53.75,34.78,0.27,136,0.26,90
3.67,38.92,0.62,139,0.28,90
78.67,18.38,0.07,174,0.11,90
36.06,17.52,0.19,289,0.06,90
35.54,10.59,0.11,479,0.02,90
69.25,18.78,0.1,216,0.09,90
1.18,57.44,0.95,94,0.61,90
34.53,55.98,0.61,91,0.62,90
42.31,51.6,0.5,97,0.53,90
42.68,58.62,0.56,85,0.69,90
60.21,47.57,0.32,95,0.5,90
17.45,46.42,0.64,114,0.41,90
8.03,11.19,0.17,478,0.02,90
42.85,20.22,0.19,245,0.08,90
75.58,43.27,0.18,82,0.53,90
73.24,48.42,0.22,78,0.62,90
42.59,55.35,0.53,90,0.62,90
0.97,37.16,0.61,146,0.25,90
23.05,21.14,0.27,247,0.09,90
0.94,54.81,0.9,99,0.55,90
49.69,24.55,0.21,196,0.13,90
62.66,11.44,0.07,384,0.03,90
15.83,10.08,0.14,525,0.02,90
30.6,18.47,0.21,279,0.07,90
31.24,24.85,0.28,207,0.12,90
67.63,22.9,0.12,182,0.13,90
53.69,47.79,0.37,99,0.48,90
40.55,38.46,0.38,130,0.3,90
27.07,23.77,0.29,218,0.11,90
61.6,27.03,0.17,165,0.16,90
76.23,12.01,0.05,290,0.04,90
17.79,30.31,0.42,174,0.17,90
50.72,32.87,0.27,146,0.23,90
21.82,59.99,0.78,88,0.68,90
64.26,25.43,0.15,170,0.15,90
23.76,25.3,0.32,207,0.12,90
42.58,19.77,0.19,251,0.08,90
10.17,53.68,0.8,100,0.54,90
61.9,33.13,0.21,134,0.25,90
16.14,14.15,0.2,374,0.04,90
9.81,22.7,0.34,236,0.1,90
34.77,38.24,0.42,133,0.29,90
77.58,22,0.08,152,0.14,90
48.24,14.99,0.13,324,0.05,90
52.18,45.5,0.36,105,0.43,90
21.69,57.09,0.75,92,0.62,90
7.83,31.81,0.49,169,0.19,90
78.19,14.87,0.05,219,0.07,90
37.49,49.9,0.52,102,0.49,90
20.16,23.89,0.32,220,0.11,90
45.91,22.8,0.21,215,0.11,90
17.65,25.52,0.35,207,0.12,90
79.41,16.85,0.06,184,0.09,90
22.57,10.81,0.14,484,0.02,90
35.69,57.2,0.61,89,0.64,90
28.34,52.43,0.63,99,0.53,90
16.51,45.54,0.63,116,0.39,90
78.02,56.61,0.21,58,0.98,90
0.44,39.02,0.65,139,0.28,90
40.56,44.39,0.44,113,0.39,90
33.72,44.04,0.49,116,0.38,90
34.7,25.62,0.28,199,0.13,90
66.41,39.19,0.22,108,0.36,90
45.76,44.32,0.4,111,0.4,90
41.15,39.73,0.39,126,0.32,90
35.31,35.12,0.38,145,0.24,90
43.79,32.29,0.3,153,0.21,90
66.17,50.85,0.29,84,0.61,90
42.12,12.36,0.12,402,0.03,90
67.34,34.02,0.19,123,0.28,90
14.92,20.02,0.28,265,0.08,90
57.18,24.52,0.17,188,0.13,90
33.85,46.04,0.51,111,0.41,90
8.4,52.42,0.8,102,0.51,90
30.23,14.18,0.16,363,0.04,90
44.08,49.63,0.46,100,0.5,90
34.3,20.22,0.22,252,0.08,90
7.76,12.72,0.2,421,0.03,90
58.43,51.26,0.36,89,0.58,90
22.07,18.87,0.25,278,0.07,90
9.61,36.19,0.55,148,0.24,90
6.64,23.99,0.37,224,0.11,90
50.19,10.75,0.09,447,0.02,90
68.57,33,0.17,124,0.27,90
65.08,49.91,0.29,86,0.58,90
41.52,47.8,0.47,105,0.46,90
44.26,52.1,0.48,95,0.55,90
24.97,53.24,0.67,98,0.54,90
44.97,13.52,0.12,364,0.04,90
39.81,36.87,0.37,136,0.27,90
59.42,41.71,0.28,109,0.38,90
54.12,35.18,0.27,134,0.26,90
58.39,57.42,0.4,80,0.72,90
16.35,28.38,0.4,187,0.15,90
1.58,23.12,0.38,234,0.1,90
35.15,54.9,0.59,93,0.59,90
2.81,13.21,0.21,408,0.03,90
17.18,15.76,0.22,335,0.05,90
41.46,44.92,0.44,111,0.4,90
33.56,25.97,0.29,197,0.13,90
77.95,38.76,0.14,85,0.46,90
15.06,31.83,0.45,167,0.19,90
79.91,17.11,0.06,177,0.1,90
77.88,12.73,0.05,259,0.05,90
27.81,39.14,0.47,133,0.29,90
16.59,22.43,0.31,236,0.1,90
20.7,42.62,0.56,124,0.34,90
2.07,34.48,0.56,157,0.22,90
67.14,41.29,0.23,102,0.4,90
59.37,22.5,0.15,202,0.11,90
76.67,30.44,0.12,113,0.27,90
7.75,10.44,0.16,513,0.02,90
46.59,44.98,0.4,109,0.41,90
35.25,39.24,0.42,130,0.3,90
1.66,33.18,0.54,163,0.2,90
20.75,58.56,0.77,90,0.65,90
57.72,15.94,0.11,288,0.06,90
32.88,59.34,0.66,87,0.68,90
62.13,35.08,0.22,126,0.28,90
72.46,48.18,0.22,80,0.6,90
65.34,13.74,0.08,311,0.04,90
32.08,30.58,0.35,168,0.18,90
78.56,55.82,0.2,58,0.96,90
23.1,59.64,0.76,88,0.68,90
63.23,15.03,0.09,291,0.05,90
18.94,49.42,0.67,107,0.46,90
33.18,23.19,0.26,220,0.11,90
74.97,15.81,0.07,228,0.07,90
18.29,41.9,0.57,126,0.33,90
67.29,47.35,0.26,88,0.54,90
47.36,35.38,0.31,138,0.26,90
1.59,34.22,0.56,158,0.22,90
56.33,17.72,0.13,262,0.07,90
42.09,17.66,0.17,282,0.06,90
17.71,48.82,0.67,108,0.45,90
31.57,56.96,0.65,90,0.63,90
35.39,57.9,0.62,88,0.66,90
22.21,23.42,0.3,224,0.1,90
26.31,35.35,0.43,147,0.24,90
4.69,39.1,0.62,138,0.28,90
51.06,27.96,0.23,171,0.16,90
12.84,22.71,0.33,234,0.1,90
5.42,41.81,0.66,129,0.32,90
72.44,46.57,0.21,83,0.56,90
62.58,58.45,0.36,76,0.77,90
73.34,11.69,0.05,321,0.04,90
48.11,38.55,0.33,126,0.31,90
15.27,47.25,0.67,112,0.42,90
69.47,59.31,0.3,69,0.86,90
20.61,36.48,0.48,144,0.25,90
74.96,38.67,0.16,94,0.41,90
50.68,26.58,0.22,180,0.15,90
57.51,14.1,0.1,326,0.04,90
29.03,13.67,0.16,377,0.04,90
33.49,35.72,0.4,143,0.25,90
52.75,24.52,0.19,193,0.13,90
77.6,30.63,0.11,109,0.28,90
34.28,17.99,0.2,283,0.06,90
37.1,43.23,0.45,117,0.37,90
66.54,27.89,0.16,151,0.18,90
68.88,37.43,0.19,109,0.34,90
27.19,24.59,0.3,211,0.12,90
46.78,23.21,0.21,210,0.11,90
17.41,45.1,0.62,117,0.39,90
47.54,13.48,0.12,361,0.04,90
28.98,50.73,0.6,102,0.5,90
31.38,11.25,0.13,456,0.02,90
38.22,13.81,0.14,365,0.04,90
77.16,11.66,0.04,290,0.04,90
25.73,57.02,0.71,92,0.62,90
62.71,25.06,0.16,176,0.14,90
8.34,45.92,0.7,117,0.39,90
31.02,27.52,0.32,187,0.15,90
39.46,42.67,0.43,118,0.36,90
49.94,21.31,0.18,226,0.09,90
59.81,51.84,0.35,87,0.6,90
45.94,21.53,0.19,228,0.09,90
44.96,42.29,0.39,117,0.36,90
56.58,10.82,0.08,427,0.03,90
19.27,18.18,0.24,290,0.06,90
56.88,39.09,0.28,118,0.33,90
67.85,55.07,0.3,76,0.72,90
50.51,38.25,0.32,126,0.3,90
74.56,33.17,0.14,110,0.3,90
36.08,22.48,0.24,226,0.1,90
69.21,48.4,0.25,84,0.58,90
40.6,23.11,0.23,216,0.11,90
59.64,15.43,0.1,293,0.05,90
78.34,23.67,0.09,137,0.17,90
77.06,44.27,0.17,77,0.57,90
22.15,53.85,0.7,98,0.55,90
17.09,17.75,0.25,298,0.06,90
34.81,17.83,0.19,285,0.06,90
2.53,24.64,0.4,219,0.11,90
77.19,45.21,0.17,75,0.6,90
42.62,37.01,0.35,134,0.28,90
28.1,59.71,0.72,87,0.69,90
57.65,53.4,0.38,86,0.62,90
3.01,59.6,0.96,91,0.65,90
72.6,21.82,0.1,175,0.12,90
28.25,44.65,0.53,116,0.38,90
47.97,58.17,0.5,84,0.69,90
52.88,28.73,0.23,165,0.17,90
52.22,52.8,0.42,90,0.59,90
2.4,25,0.41,216,0.12,90
20.74,17.73,0.23,296,0.06,90
18.17,47.54,0.65,111,0.43,90
39.82,37.42,0.38,134,0.28,90
20.72,15.55,0.21,338,0.05,90
18.14,48.88,0.67,108,0.45,90
57.16,29.24,0.21,158,0.19,90
6.91,41.27,0.64,130,0.32,90
47.23,17.21,0.15,283,0.06,90
21.56,53.1,0.69,99,0.54,90
73.91,28.86,0.13,129,0.22,90
44.21,34.84,0.32,142,0.25,90
18.09,43.97,0.6,120,0.37,90
53.74,31.53,0.24,150,0.21,90
6.8,40.62,0.63,132,0.31,90
8.97,21.18,0.32,253,0.08,90
69.03,33.83,0.17,121,0.28,90
57.53,58.08,0.41,79,0.74,90
41.94,50.49,0.49,99,0.51,90
10.52,29.81,0.44,179,0.17,90
11.83,23.58,0.35,226,0.1,90
79.43,39.78,0.14,78,0.51,90
45.56,16.98,0.15,289,0.06,90
5.22,59.72,0.94,90,0.66,90
30.01,16.2,0.19,318,0.05,90
48.69,28.27,0.24,171,0.17,90
73.72,33.39,0.15,112,0.3,90
37.49,34.76,0.36,146,0.24,90
74.63,40.47,0.17,90,0.45,90
78.8,39.45,0.14,81,0.49,90
56.64,21.18,0.15,218,0.1,90
22.79,57.8,0.74,91,0.64,90
63.92,44.56,0.27,98,0.45,90
58.57,31.16,0.22,147,0.21,90
29.25,59.24,0.7,87,0.68,90
14.94,26.69,0.38,199,0.13,90
50.52,33.88,0.28,142,0.24,90
35.03,41.88,0.45,122,0.34,90
25.1,20,0.25,260,0.08,90
0.9,40.82,0.67,133,0.31,90
64.11,32.76,0.2,133,0.25,90
62.9,34.52,0.21,127,0.27,90
18.79,14.7,0.2,358,0.04,90
79.19,34.93,0.12,90,0.39,90
6.92,25.98,0.4,207,0.13,90
23.48,11.55,0.15,452,0.03,90
73.71,15.68,0.07,238,0.07,90
73.24,30.15,0.13,125,0.24,90
48.15,58.93,0.51,83,0.71,90
18.79,12.74,0.17,413,0.03,90
79.4,56.01,0.19,56,1,90
39.61,29.57,0.3,170,0.17,90
71.54,18.84,0.09,207,0.09,90
46.39,59.03,0.53,83,0.71,90
38.63,42.36,0.43,119,0.36,90
52.22,18.12,0.14,262,0.07,90
23.51,44.55,0.57,118,0.38,90
46.2,42.19,0.38,116,0.36,90
79.48,24.16,0.08,128,0.19,90
62.72,44.86,0.28,98,0.46,90
7.54,14.42,0.22,372,0.04,90
15.87,37.21,0.52,143,0.26,90
75.64,51.76,0.21,69,0.75,90
66.51,52.87,0.3,80,0.66,90
68.2,55.64,0.29,74,0.75,90
67.35,25.28,0.14,165,0.15,90
73.22,38.73,0.17,98,0.4,90
25.39,50.67,0.63,103,0.49,90
71.36,10.86,0.05,360,0.03,90
75.56,23.49,0.1,151,0.16,90
48.91,55.42,0.47,88,0.63,90
16.04,15.49,0.22,342,0.05,90
40.79,34.23,0.34,146,0.23,90
4.28,34.98,0.56,154,0.23,90
9.22,39.85,0.6,134,0.3,90
53.75,49.11,0.38,96,0.51,90
0.52,24.73,0.41,219,0.11,90
79.98,28.29,0.09,107,0.26,90
69.72,15.99,0.08,252,0.06,90
70.48,20.7,0.1,192,0.11,90
14.6,34.5,0.49,154,0.22,90
35.47,30.19,0.32,168,0.18,90
29.48,28.78,0.34,179,0.16,90
69.61,33.57,0.17,120,0.28,90
60.35,41.35,0.27,109,0.38,90
49.49,17.12,0.14,282,0.06,90
3.19,52.74,0.85,103,0.51,90
7.8,51.42,0.79,105,0.49,90
34.32,44.07,0.48,116,0.38,90
30.95,16.77,0.19,306,0.05,90
46.56,27.8,0.25,176,0.16,90
3.31,11.23,0.18,479,0.02,90
35.01,36.81,0.4,138,0.27,90
77.19,13.29,0.05,254,0.05,90
30.78,17.18,0.2,299,0.06,90
48.48,36.8,0.32,132,0.28,90
19.56,34.34,0.46,153,0.22,90
34.4,54.05,0.59,95,0.57,90
30.05,30.04,0.35,172,0.17,90
28.22,45.24,0.54,115,0.39,90
58.35,26.85,0.19,170,0.16,90
35.18,36.07,0.39,141,0.26,90
27.02,12.09,0.15,429,0.03,90
34.9,23.98,0.26,212,0.11,90
78.44,39.78,0.14,81,0.49,90
24,10.74,0.14,485,0.02,90
23.94,33.12,0.42,158,0.21,90
33.02,45.67,0.51,112,0.41,90
47,21.7,0.19,225,0.1,90
52.99,52.05,0.41,91,0.57,90
52.99,28.64,0.22,165,0.17,90
42.97,23.74,0.23,209,0.11,90
70.52,55.47,0.27,72,0.77,90
13.01,57.57,0.83,93,0.62,90
71.87,19.06,0.09,203,0.09,90
60.96,43.9,0.29,102,0.43,90
51.55,48.17,0.39,99,0.49,90
28.09,55.96,0.67,93,0.6,90
64.28,12.1,0.07,358,0.03,90
71.69,17.09,0.08,228,0.07,90
42.93,54.2,0.52,92,0.59,90
74.07,24.42,0.11,151,0.16,90
64.85,25.84,0.15,167,0.15,90
19.07,39.92,0.54,132,0.3,90
37.03,43.47,0.46,117,0.37,90
78.29,40.65,0.15,80,0.51,90
20.94,29.43,0.39,179,0.16,90
76,24.74,0.1,142,0.17,90
16.64,49.21,0.68,108,0.46,90
48.48,20.97,0.18,231,0.09,90
29.49,16.55,0.19,312,0.05,90
10.46,13.03,0.19,410,0.03,90
57.27,37.5,0.27,123,0.3,90
71.47,12.08,0.06,323,0.04,90
58.56,14.55,0.1,313,0.05,90
34.08,31.43,0.35,162,0.19,90
15.08,13.73,0.19,386,0.04,90
49.17,30.39,0.26,159,0.19,90
22.48,41.14,0.53,128,0.32,90
17.64,28.41,0.39,186,0.15,90
72.95,55.49,0.25,69,0.8,90
22.15,11.49,0.15,456,0.03,90
32.04,35.63,0.4,144,0.25,90
26,12.66,0.16,410,0.03,90
7.9,11.92,0.18,449,0.03,90
69.59,35.14,0.18,115,0.31,90
55.31,27.4,0.2,170,0.16,90
2.9,42.15,0.68,128,0.33,90
59.67,41.66,0.28,109,0.38,90
70.49,52.38,0.26,76,0.69,90
55.27,50.2,0.37,93,0.54,90
25.77,41.48,0.51,126,0.33,90
55.53,40.73,0.3,115,0.35,90
50.06,28.19,0.23,171,0.16,90
0.74,24.55,0.41,220,0.11,90
61.76,51.32,0.33,87,0.59,90
57.2,16.1,0.11,286,0.06,90
58.86,40.26,0.28,113,0.36,90
19.13,34.94,0.47,151,0.23,90
6.66,10.19,0.16,526,0.02,90
32.92,32.48,0.36,158,0.21,90
16.4,12.35,0.17,428,0.03,90
6.21,28.91,0.45,186,0.16,90
76.43,39.76,0.16,87,0.46,90
54.65,45.13,0.34,104,0.43,90
20.51,28.27,0.37,186,0.15,90
48.34,50.03,0.43,97,0.52,90
33.98,11.08,0.12,460,0.02,90
17.41,14.85,0.2,356,0.04,90
54.07,12.34,0.09,381,0.03,90
58.36,43.49,0.3,105,0.41,90
79.81,25.84,0.09,118,0.22,90
49.71,15.04,0.13,320,0.05,90
34.08,39.09,0.43,131,0.3,90
9.71,39.12,0.59,137,0.29,90
61.31,29.59,0.19,151,0.2,90
26.81,33.32,0.41,156,0.21,90
71.95,42.34,0.2,92,0.46,90
53.35,27.09,0.21,175,0.15,90
14.88,32.34,0.46,164,0.2,90
56.74,36.39,0.26,127,0.29,90
60.41,40.26,0.27,112,0.36,90
57.94,18.14,0.13,253,0.07,90
66.37,39.75,0.22,107,0.37,90
18.13,20.29,0.28,260,0.08,90
63.82,43.02,0.26,101,0.43,90
76.72,49.16,0.19,70,0.7,90
33.37,46.53,0.52,110,0.42,90
50.67,22.92,0.19,209,0.11,90
28.54,58.05,0.69,89,0.65,90
11.44,20.71,0.31,258,0.08,90
58.44,24.61,0.17,186,0.13,90
53.99,37.75,0.29,125,0.3,90
6.73,53.77,0.84,100,0.54,90
49.86,36.54,0.31,132,0.28,90
56.51,47.48,0.34,98,0.48,90
57.17,55.82,0.4,83,0.67,90
28.8,17.27,0.2,299,0.06,90
0.83,59.7,0.99,91,0.66,90
4.54,21.68,0.34,248,0.09,90
5.53,22.93,0.36,234,0.1,90
22.15,38.08,0.49,138,0.28,90
47.77,54.85,0.48,89,0.62,90
45.09,56.72,0.52,87,0.65,90
19.62,36.16,0.48,146,0.25,90
36.7,55.62,0.59,91,0.61,90
3.05,19,0.31,284,0.07,90
1.48,16.44,0.27,328,0.05,90
69.61,50.7,0.26,80,0.63,90
49.88,56.35,0.47,86,0.66,90
27.29,18.18,0.22,285,0.06,90
76.35,24.37,0.1,143,0.17,90
30.13,34.42,0.4,150,0.23,90
31.51,39.6,0.45,130,0.3,90
44.96,57.52,0.53,86,0.67,90
21.74,50.87,0.66,103,0.49,90
27.02,39.26,0.48,132,0.3,90
52.75,21.55,0.17,220,0.1,90
79.41,48.35,0.17,64,0.76,90
61.16,52.4,0.34,86,0.61,90
17.59,10.58,0.15,499,0.02,90
75.72,49.8,0.2,71,0.7,90
16.39,56.88,0.79,93,0.61,90
63.33,14.66,0.09,298,0.05,90
16.36,51.42,0.72,103,0.5,90
48.06,57.52,0.5,85,0.68,90
43.9,11.08,0.1,445,0.02,90
53.98,38.7,0.3,122,0.32,90
13.07,45.33,0.66,118,0.38,90
68.38,26.7,0.14,154,0.17,90
77.89,17.18,0.06,192,0.09,90
76.2,17.21,0.07,203,0.08,90
32.35,23.42,0.26,219,0.11,90
10.08,13.75,0.21,388,0.04,90
31.41,20.89,0.24,246,0.08,90
72.43,57.69,0.27,67,0.86,90
18.21,15.64,0.21,337,0.05,90
42.86,56.62,0.54,88,0.64,90
43.1,14.29,0.14,347,0.04,90
33.25,30.41,0.34,168,0.18,90
62.45,31.02,0.19,142,0.22,90
42.96,33.48,0.32,148,0.23,90
70.16,22.58,0.11,177,0.13,90
58.67,13.11,0.09,347,0.04,90
46.8,33.26,0.29,147,0.23,90
73.56,20.67,0.09,181,0.11,90
26.32,56.27,0.69,93,0.61,90
14.47,23.64,0.34,225,0.11,90
21.51,19.13,0.25,274,0.07,90
24.5,51.26,0.65,102,0.5,90
3.65,34.9,0.56,155,0.23,90
39.15,15.52,0.16,324,0.05,90
25.68,22.2,0.27,234,0.09,90
10.16,36.17,0.54,148,0.24,90
55.67,14.61,0.11,319,0.05,90
41.72,38.73,0.38,129,0.3,90
1.63,25.41,0.42,213,0.12,90
73.14,53.7,0.24,71,0.76,90
46.04,32.45,0.29,151,0.21,90
72.77,30.49,0.14,125,0.24,90
18.91,21.28,0.29,248,0.09,90
63.95,39.76,0.24,110,0.36,90
55.23,56.38,0.42,83,0.68,90
18.59,31.41,0.43,168,0.19,90
71.42,52.55,0.25,75,0.7,90
66.95,51.27,0.28,82,0.63,90
18.32,21.87,0.3,241,0.09,90
17.91,52.12,0.71,102,0.51,90
47.96,39.9,0.35,122,0.33,90
40.96,50.92,0.5,98,0.52,90
76.79,53.08,0.21,65,0.82,90
36.17,33.38,0.36,152,0.22,90
67.08,12.76,0.07,328,0.04,90
61.23,27.23,0.18,164,0.17,90
27.47,42.02,0.51,124,0.34,90
20.18,38.77,0.52,136,0.29,90
10.69,44.25,0.66,121,0.37,90
79.26,10.98,0.04,284,0.04,90
64.74,19.2,0.11,224,0.09,90
79.87,30.86,0.1,98,0.31,90
53.38,39.61,0.31,119,0.33,90
13.77,44.65,0.64,119,0.38,90
53.1,15.58,0.12,303,0.05,90
62.03,34.66,0.22,128,0.27,90
4.53,29.13,0.46,185,0.16,90
61.35,57.82,0.37,77,0.75,90
33.14,13.14,0.15,389,0.03,90
14.58,37.7,0.54,141,0.27,90
72.03,34.96,0.16,111,0.31,90
68.82,30.65,0.16,133,0.23,90
64.74,48.72,0.29,89,0.55,90
47.4,16.52,0.14,295,0.06,90
73.24,47.8,0.21,79,0.61,90
1.56,51.29,0.84,106,0.48,90
21.06,59.14,0.78,89,0.66,90
76.18,38.16,0.15,92,0.41,90
74.38,24.85,0.11,148,0.17,90
37.82,12.54,0.13,402,0.03,90
11.62,16.89,0.25,316,0.05,90
64.2,27.14,0.16,160,0.17,90
56.89,41.13,0.3,113,0.36,90
48,14.63,0.13,332,0.04,90
21.43,59.21,0.78,89,0.67,90
31.2,52.3,0.6,99,0.53,90
45.55,47.61,0.43,103,0.46,90
65,45.08,0.26,96,0.47,90
24.91,54.6,0.68,96,0.57,90
34.95,16.14,0.17,315,0.05,90
72.2,28.2,0.13,137,0.21,90
56.29,42.36,0.31,110,0.39,90
69.31,36.88,0.19,110,0.34,90
19.17,25.9,0.35,204,0.13,90
69.84,16.7,0.08,241,0.07,90
10.94,41.63,0.62,128,0.33,90
13.19,13.72,0.2,387,0.04,90
42.27,29.84,0.29,167,0.18,90
41.4,43.48,0.42,115,0.38,90
49.12,25.19,0.21,192,0.13,90
4.86,39.07,0.62,138,0.28,90
16.61,32.29,0.45,164,0.2,90
3.88,56.63,0.91,95,0.6,90
16.9,42.19,0.58,126,0.33,90
25.76,38.42,0.48,136,0.28,90
55.36,18.04,0.13,259,0.07,90
23.92,37.56,0.48,139,0.27,90
79.35,34.62,0.12,90,0.38,90
27.47,17.21,0.21,301,0.06,90
7.65,49.31,0.76,109,0.45,90
33.23,59.13,0.66,87,0.68,90
42.3,57.37,0.55,87,0.66,90
17.24,15.69,0.22,337,0.05,90
10.05,33.2,0.5,161,0.21,90
33.93,58.16,0.64,88,0.66,90
54.45,59.41,0.45,79,0.75,90
47.79,10.53,0.09,461,0.02,90
74.53,28.67,0.12,128,0.22,90
1.9,48.87,0.8,111,0.44,90
15.6,22.9,0.32,231,0.1,90
33.31,58.68,0.65,87,0.67,90
25.09,42.84,0.53,122,0.35,90
67.79,25.7,0.14,162,0.16,90
49.58,13.27,0.11,363,0.04,90
45.22,33.85,0.31,145,0.23,90
78.48,44.94,0.16,72,0.62,90
43.69,37.26,0.35,133,0.28,90
68.46,42.04,0.22,98,0.43,90
70.44,53.64,0.26,75,0.72,90
7.58,45.49,0.7,118,0.39,90
6.73,13.78,0.21,389,0.04,90
78.34,56.91,0.21,57,1,90
67.82,14.01,0.08,296,0.05,90
64.71,15.19,0.09,283,0.05,90
77.25,15.84,0.06,213,0.07,90
4.51,36.02,0.57,150,0.24,90
44.55,53.88,0.5,92,0.59,90
0.04,43.72,0.73,124,0.35,90
53.79,59.05,0.45,80,0.74,90
60.99,34.74,0.23,129,0.27,90
21.11,51.15,0.67,103,0.5,90
28.18,19.56,0.23,265,0.07,90
66.68,40.86,0.23,103,0.4,90
6.32,26.48,0.41,203,0.13,90
25.28,48.07,0.6,109,0.44,90
58.81,50.47,0.35,91,0.55,90
19.22,11.06,0.15,476,0.02,90
8.21,45.21,0.69,119,0.38,90
2.4,49.09,0.8,110,0.45,90
49.71,40.74,0.34,119,0.34,90
4.48,24.68,0.39,218,0.11,90
24.01,43.55,0.55,120,0.36,90
69.63,16.66,0.08,242,0.07,90
56.09,58.7,0.43,79,0.74,90
10.67,34.1,0.51,157,0.22,90
5.46,10.09,0.16,532,0.02,90
10.99,15.35,0.23,348,0.04,90
19.72,59.81,0.8,88,0.68,90
13.8,28.62,0.41,186,0.15,90
50,21.8,0.18,221,0.1,90
31.25,17.24,0.2,298,0.06,90
66.04,29.22,0.17,145,0.2,90
64.47,22.41,0.13,193,0.12,90
38.6,47.45,0.49,106,0.45,90
0.05,24.11,0.4,224,0.11,90
30.08,13.84,0.16,372,0.04,90
13.76,49.34,0.71,108,0.46,90
46.76,10.67,0.09,457,0.02,90
10.3,25.23,0.38,212,0.12,90
11.23,13.47,0.2,396,0.03,90
57.32,22.61,0.16,204,0.11,90
73.31,43.72,0.19,86,0.51,90
40.9,10.17,0.1,491,0.02,90
39.85,56.22,0.56,89,0.63,90
29.19,28.05,0.33,184,0.15,90
21.16,30.04,0.39,175,0.17,90
48.89,16.8,0.14,288,0.06,90
77.35,59.94,0.23,56,1.07,90
66.58,26.67,0.15,158,0.17,90
5.34,28.9,0.46,186,0.16,90
4.95,39.78,0.63,135,0.29,90
76.4,43.54,0.17,80,0.54,90
55.67,18.93,0.14,246,0.08,90
29.99,23.75,0.28,217,0.11,90
68.48,43.98,0.23,94,0.47,90
10.64,47.9,0.71,112,0.43,90
21.91,48.42,0.63,109,0.44,90
68.06,14.49,0.08,285,0.05,90
14.22,34.43,0.49,154,0.22,90
25.69,28.19,0.35,185,0.15,90
19.94,36.04,0.48,146,0.25,90
40.79,21.67,0.21,231,0.09,90
22.09,44.2,0.57,119,0.37,90
33.45,56.32,0.62,91,0.62,90
15.02,59.4,0.84,90,0.66,90
25.05,15.48,0.19,336,0.05,90
0.77,41.56,0.69,130,0.32,90
11.48,52.06,0.77,103,0.51,90
65.07,38.66,0.23,111,0.35,90
18.77,13.57,0.18,388,0.03,90
38.43,32.75,0.34,154,0.21,90
2.6,27.5,0.45,196,0.14,90
66.88,20.62,0.11,204,0.1,90
36.53,11.06,0.12,457,0.02,90
79.09,24.2,0.08,130,0.19,90
39.06,38.09,0.39,132,0.29,90
6,27.79,0.44,193,0.14,90
76.88,36.36,0.14,94,0.39,90
56.26,38.82,0.28,120,0.32,90
30.57,37.01,0.43,139,0.27,90
69.37,37.95,0.19,107,0.35,90
32.46,53.4,0.6,96,0.56,90
77.56,22.14,0.08,151,0.15,90
36.12,36.37,0.39,140,0.26,90
70.31,29.4,0.15,136,0.22,90
19.29,11.93,0.16,441,0.03,90
79.98,51.5,0.17,59,0.87,90
15.46,13.21,0.19,401,0.03,90
22.8,36.22,0.47,145,0.25,90
54.08,49.4,0.38,96,0.51,90
27.87,25.21,0.3,205,0.12,90
